tecnologia,mcc,net,operador,lac,cellid,latitud,longitud,cobertura,fecha,id
GSM,736,3,Tigo,17461,14119,-17.389297485352,-66.158981323242,1000,2016-08-15 14:58:09+00:00,151144
GSM,736,3,Tigo,17461,14293,-17.376937866211,-66.150741577148,1000,2016-08-15 10:59:39+00:00,151143
GSM,736,3,Tigo,17461,34165,-17.376912,-66.151369,1000,2017-09-18 23:34:39+00:00,151142
GSM,736,3,Tigo,17461,24165,-17.376937866211,-66.150741577148,1000,2016-08-15 10:02:15+00:00,151141
GSM,736,3,Tigo,17461,34035,-17.379529,-66.143548,3030,2017-04-18 18:30:00+00:00,151140
UMTS,736,2,Entel,43401,13785710,-17.387467,-66.144791,1053,2017-04-06 06:09:54+00:00,151139
UMTS,736,2,Entel,43401,13785600,-17.394790649414,-66.161727905273,1000,2016-08-11 20:28:34+00:00,151138
UMTS,736,2,Entel,43401,13787350,-17.394790649414,-66.161727905273,1000,2016-08-11 20:28:34+00:00,151137
UMTS,736,2,Entel,43401,13785590,-17.393417358398,-66.161727905273,1000,2016-08-16 09:52:57+00:00,151136
UMTS,736,2,Entel,43401,13787400,-17.387924194336,-66.147994995117,1000,2017-01-04 18:20:43+00:00,151135
UMTS,736,2,Entel,43401,13795945,-17.386791,-66.156316,1000,2017-05-07 17:59:40+00:00,151134
LTE,736,2,Entel,44401,10265348,-17.387238,-66.147995,1000,2017-04-14 11:24:24+00:00,151133
LTE,736,3,Tigo,27461,20497158,-17.382329,-66.164645,3684,2017-09-27 18:36:50+00:00,151132
UMTS,736,3,Tigo,17800,5272031,-17.381595,-66.151164,1000,2017-05-08 00:20:15+00:00,151131
GSM,736,1,Viva,201,20111,-17.391129,-66.160812,1000,2016-11-26 13:57:24+00:00,151130
LTE,736,2,Entel,44401,10250501,-17.376898,-66.149518,1000,2019-04-14 12:47:26+00:00,151129
LTE,736,2,Entel,44401,10247430,-17.38458,-66.159203,6494,2019-06-14 20:51:39+00:00,151128
LTE,736,2,Entel,44401,10244868,-17.394173,-66.153667,3271,2019-04-15 12:54:27+00:00,151127
GSM,736,3,Tigo,17461,24058,-17.383015,-66.161806,1000,2017-09-19 22:15:59+00:00,151126
GSM,736,3,Tigo,17461,34293,-17.381057739258,-66.160354614258,1000,2016-06-15 17:33:00+00:00,151125
UMTS,736,3,Tigo,17800,5261959,-17.38353,-66.152115,1000,2016-10-16 12:54:45+00:00,151124
LTE,736,1,Viva,21000,3078403,-17.377891,-66.160365,1000,2017-09-26 22:33:06+00:00,151123
LTE,736,1,Viva,21000,3115010,-17.378465,-66.160171,1000,2017-05-06 02:27:32+00:00,151122
LTE,736,1,Viva,21000,3086082,-17.391912,-66.153505,1000,2020-03-15 17:33:10+00:00,151121
LTE,736,1,Viva,21000,3115011,-17.378673,-66.163593,1000,2017-05-05 21:43:48+00:00,151120
GSM,736,3,Tigo,17461,24269,-17.392044067383,-66.158981323242,1000,2016-05-28 15:34:29+00:00,151119
UMTS,736,2,Entel,43401,13786080,-17.381057739258,-66.15348815918,1000,2016-05-24 19:01:57+00:00,151118
GSM,736,3,Tigo,17461,14199,-17.390670776367,-66.141128540039,1000,2016-05-22 17:37:23+00:00,151117
UMTS,736,3,Tigo,17800,24156,-17.389297485352,-66.142501831055,1000,2016-05-22 17:38:04+00:00,151116
UMTS,736,1,Viva,1210,13264787,-17.381744,-66.142502,1000,2017-04-05 11:15:29+00:00,151115
UMTS,736,2,Entel,43401,13796995,-17.378311157227,-66.154861450195,1000,2016-05-17 02:55:34+00:00,151114
UMTS,736,1,Viva,21000,3077378,-17.393417358398,-66.145248413086,1000,2016-05-14 12:29:04+00:00,151113
LTE,736,2,Entel,44401,10240005,-17.38935,-66.160329,4671,2019-06-08 00:41:53+00:00,151112
LTE,736,2,Entel,44401,10252293,-17.38082,-66.153296,1749,2019-04-11 14:40:35+00:00,151111
LTE,736,2,Entel,44401,10241284,-17.390962,-66.163875,2474,2017-05-07 18:44:35+00:00,151110
LTE,736,2,Entel,44401,10247429,-17.384178,-66.158305,4541,2019-06-08 00:53:30+00:00,151109
LTE,736,2,Entel,44401,10240004,-17.389472,-66.160838,4650,2019-06-08 00:52:16+00:00,151108
UMTS,736,2,Entel,43401,13795963,-17.376769,-66.162689,1000,2017-05-03 19:06:53+00:00,151107
UMTS,736,1,Viva,1210,13265319,-17.386872,-66.152921,1000,2017-04-18 18:30:00+00:00,151106
UMTS,736,3,Tigo,17800,5271914,-17.392279,-66.14697,1000,2017-09-22 21:29:55+00:00,151105
GSM,736,3,Tigo,17461,14269,-17.387466,-66.156235,1000,2016-06-15 17:33:00+00:00,151104
UMTS,736,3,Tigo,17800,5281993,-17.390932,-66.15152,1693,2017-05-03 16:58:18+00:00,151103
UMTS,736,3,Tigo,17800,5306993,-17.393829,-66.154311,1000,2017-05-06 15:18:42+00:00,151102
UMTS,736,3,Tigo,17800,14067,-17.387924194336,-66.156234741211,1000,2016-04-21 18:48:55+00:00,151101
GSM,736,2,Entel,40401,30994,-17.381057739258,-66.157608032227,1000,2016-04-20 16:52:44+00:00,151100
LTE,736,1,Viva,21000,3088899,-17.385177612305,-66.158981323242,1000,2016-09-19 19:56:17+00:00,151099
UMTS,736,3,Tigo,17800,5281914,-17.392345,-66.147324,1000,2017-09-22 21:32:48+00:00,151098
UMTS,736,2,Entel,43401,13786290,-17.390670776367,-66.141128540039,1000,2016-04-05 18:57:35+00:00,151097
UMTS,736,2,Entel,43401,13786280,-17.386752,-66.144036,1000,2017-05-12 22:01:44+00:00,151096
UMTS,736,2,Entel,43401,13786160,-17.391357,-66.138382,1000,2016-04-19 18:24:57+00:00,151095
UMTS,736,2,Entel,43401,13786170,-17.393417358398,-66.137008666992,1000,2016-04-05 18:57:35+00:00,151094
UMTS,736,2,Entel,43402,13786370,-17.393417358398,-66.137008666992,1000,2016-04-05 18:57:35+00:00,151093
LTE,736,3,Tigo,27461,20508933,-17.394753,-66.151252,2228,2017-09-22 22:07:13+00:00,151092
GSM,736,1,Viva,201,20291,-17.386175,-66.15675,1000,2017-05-13 14:55:56+00:00,151091
GSM,736,3,Tigo,17461,24293,-17.38655090332,-66.157608032227,1000,2016-04-21 18:48:55+00:00,151090
UMTS,736,2,Entel,43401,13796314,-17.383804321289,-66.146621704102,1000,2016-04-01 11:29:27+00:00,151089
UMTS,736,2,Entel,43401,13799609,-17.382431030273,-66.145248413086,1000,2016-04-01 11:29:27+00:00,151088
GSM,736,2,Entel,40401,30824,-17.382431030273,-66.146621704102,1000,2016-04-01 11:29:27+00:00,151087
UMTS,736,1,Viva,1210,13264958,-17.391764,-66.156391,5926,2017-09-14 22:50:18+00:00,151086
UMTS,736,1,Viva,1210,13264434,-17.387924194336,-66.17546081543,1000,2016-04-04 20:40:56+00:00,151085
UMTS,736,1,Viva,1210,13264773,-17.394790649414,-66.160354614258,1000,2017-03-15 07:16:05+00:00,151084
UMTS,736,1,Viva,1210,13263377,-17.385178,-66.166763,1000,2017-03-15 07:16:05+00:00,151083
UMTS,736,1,Viva,1210,13263379,-17.382535,-66.17024,1000,2017-08-27 01:24:39+00:00,151082
UMTS,736,1,Viva,1210,13263378,-17.386551,-66.169693,1000,2017-03-15 07:16:05+00:00,151081
LTE,736,3,Tigo,27461,20510977,-17.39456,-66.138169,1000,2017-09-20 23:49:28+00:00,151080
LTE,736,3,Tigo,27461,20486913,-17.380835,-66.153251,6101,2017-05-14 23:28:04+00:00,151079
GSM,736,3,Tigo,17461,14156,-17.387924,-66.141129,1000,2016-05-22 17:37:23+00:00,151078
GSM,736,3,Tigo,17461,24003,-17.392574,-66.159654,2983,2017-04-18 18:30:00+00:00,151077
GSM,736,3,Tigo,17461,14113,-17.392733,-66.150897,1000,2017-05-02 18:58:52+00:00,151076
GSM,736,3,Tigo,17461,14210,-17.385178,-66.145935,1000,2017-02-12 22:42:11+00:00,151075
GSM,736,3,Tigo,17461,24119,-17.39204,-66.164515,1000,2017-09-27 14:54:31+00:00,151074
GSM,736,3,Tigo,17461,24052,-17.382431030273,-66.14387512207,1000,2015-08-26 07:02:24+00:00,151073
GSM,736,3,Tigo,17461,34052,-17.386305,-66.149269,1000,2017-09-20 02:15:53+00:00,151072
GSM,736,3,Tigo,17461,34196,-17.38148,-66.161846,1000,2017-09-19 22:09:23+00:00,151071
GSM,736,3,Tigo,17461,34199,-17.393875,-66.139755,1000,2016-05-22 17:37:23+00:00,151070
GSM,736,3,Tigo,17461,24079,-17.388603,-66.150272,1000,2017-09-07 21:20:22+00:00,151069
GSM,736,3,Tigo,17461,14121,-17.391357,-66.141815,1000,2016-05-22 17:37:23+00:00,151068
GSM,736,3,Tigo,17461,34034,-17.392044067383,-66.147994995117,1000,2016-10-04 04:31:36+00:00,151067
GSM,736,3,Tigo,17461,24034,-17.390671,-66.144424,1000,2016-10-04 04:31:36+00:00,151066
GSM,736,3,Tigo,17461,34269,-17.387924,-66.162415,1000,2016-05-28 15:30:23+00:00,151065
GSM,736,3,Tigo,17461,14003,-17.390263,-66.155823,1000,2017-05-02 23:17:30+00:00,151064
GSM,736,3,Tigo,17461,34027,-17.382478,-66.173614,1000,2017-09-17 02:44:02+00:00,151063
GSM,736,3,Tigo,17461,24156,-17.388226,-66.142714,1000,2017-09-18 18:24:06+00:00,151062
GSM,736,3,Tigo,17461,24199,-17.393417,-66.138382,1000,2016-05-22 17:37:23+00:00,151061
GSM,736,3,Tigo,17461,14040,-17.388362,-66.156406,1676,2017-09-27 13:53:51+00:00,151060
GSM,736,3,Tigo,17461,14078,-17.390754,-66.154784,1000,2017-09-18 18:34:02+00:00,151059
GSM,736,3,Tigo,17461,34208,-17.38655090332,-66.17546081543,1000,2015-08-03 13:19:12+00:00,151058
GSM,736,3,Tigo,17461,14079,-17.378998,-66.152115,1000,2016-08-15 10:59:45+00:00,151057
GSM,736,3,Tigo,17461,34078,-17.39317,-66.155648,1000,2017-09-27 17:36:13+00:00,151056
GSM,736,3,Tigo,17461,24033,-17.377244,-66.163081,4712,2017-05-12 23:59:57+00:00,151055
GSM,736,3,Tigo,17461,34003,-17.395161,-66.160627,1000,2017-09-27 14:41:31+00:00,151054
GSM,736,3,Tigo,17461,34210,-17.389984,-66.156235,1000,2016-06-01 16:42:03+00:00,151053
GSM,736,2,Entel,43401,30243,-17.390670776367,-66.149368286133,1000,2015-12-11 13:31:17+00:00,151052
GSM,736,3,Tigo,17461,24093,-17.3776,-66.154107,2266,2017-05-12 17:42:12+00:00,151051
GSM,736,3,Tigo,17461,24210,-17.391701,-66.150742,1000,2016-06-15 15:04:42+00:00,151050
GSM,736,3,Tigo,17460,14097,-17.378311,-66.174545,1000,2016-08-16 14:48:44+00:00,151049
GSM,736,3,Tigo,17460,24097,-17.383739,-66.17367,1000,2017-09-17 02:43:51+00:00,151048
GSM,736,2,Entel,40401,30993,-17.383804321289,-66.160354614258,1000,2016-02-19 00:05:56+00:00,151047
GSM,736,2,Entel,40401,30532,-17.394790649414,-66.172714233398,1000,2016-01-25 12:09:31+00:00,151046
GSM,736,2,Entel,40401,30721,-17.391586,-66.156693,1000,2016-09-14 13:07:24+00:00,151045
GSM,736,2,Entel,40401,30822,-17.395248,-66.140671,1000,2016-09-14 13:07:24+00:00,151044
GSM,736,2,Entel,40401,30263,-17.394790649414,-66.171340942383,1000,2016-01-25 12:09:31+00:00,151043
GSM,736,2,Entel,40401,30241,-17.376937866211,-66.145248413086,1000,2015-09-04 07:49:01+00:00,151042
GSM,736,2,Entel,40401,30013,-17.392731,-66.157608,1000,2017-03-27 23:19:03+00:00,151041
GSM,736,2,Entel,40401,30394,-17.394790649414,-66.167221069336,1000,2016-01-25 12:09:32+00:00,151040
GSM,736,2,Entel,40401,30991,-17.378311157227,-66.157608032227,1000,2016-01-25 12:09:31+00:00,151039
GSM,736,2,Entel,40401,30061,-17.38655090332,-66.141128540039,1000,2016-03-19 17:22:25+00:00,151038
GSM,736,2,Entel,40401,30311,-17.379684448242,-66.139755249023,1000,2015-09-04 07:49:02+00:00,151037
GSM,736,2,Entel,40401,30372,-17.38655090332,-66.158981323242,1000,2016-01-25 12:09:31+00:00,151036
GSM,736,2,Entel,40401,30452,-17.391357,-66.151428,1000,2016-09-01 20:55:19+00:00,151035
GSM,736,2,Entel,40401,30313,-17.376938,-66.156921,1000,2016-04-20 16:52:44+00:00,151034
GSM,736,2,Entel,40401,30072,-17.392502,-66.148911,1000,2016-09-14 13:07:24+00:00,151033
GSM,736,2,Entel,40401,30071,-17.388382,-66.14296,1000,2016-09-14 13:07:24+00:00,151032
GSM,736,2,Entel,40401,30823,-17.389297,-66.141129,1000,2016-04-01 11:29:27+00:00,151031
GSM,736,2,Entel,40401,31161,-17.393417358398,-66.17546081543,1000,2016-01-25 12:09:29+00:00,151030
GSM,736,2,Entel,40401,30992,-17.383804321289,-66.157608032227,1000,2016-04-20 16:52:44+00:00,151029
GSM,736,2,Entel,40401,30373,-17.394790649414,-66.16584777832,1000,2016-01-25 12:09:31+00:00,151028
GSM,736,2,Entel,40401,30073,-17.392044,-66.151657,1000,2016-09-14 13:07:24+00:00,151027
GSM,736,2,Entel,40401,30743,-17.394791,-66.147308,1000,2016-09-01 20:55:19+00:00,151026
GSM,736,2,Entel,40401,30693,-17.389297485352,-66.156234741211,1000,2016-01-25 12:09:32+00:00,151025
GSM,736,2,Entel,40401,31522,-17.385178,-66.143417,1000,2016-09-01 20:55:19+00:00,151024
GSM,736,2,Entel,40401,30371,-17.385177612305,-66.161727905273,1000,2016-01-25 12:09:31+00:00,151023
GSM,736,2,Entel,40401,30063,-17.394383,-66.142635,1000,2017-09-22 18:06:58+00:00,151022
GSM,736,2,Entel,40401,30111,-17.394790649414,-66.174087524414,1000,2016-01-25 12:09:31+00:00,151021
GSM,736,2,Entel,40401,30383,-17.385177612305,-66.158981323242,1000,2016-01-25 12:09:31+00:00,151020
GSM,736,2,Entel,40401,30272,-17.376937866211,-66.164474487305,1000,2015-09-07 08:04:58+00:00,151019
GSM,736,2,Entel,40401,30011,-17.393417358398,-66.164474487305,1000,2016-01-25 12:09:32+00:00,151018
GSM,736,2,Entel,40401,30692,-17.389297485352,-66.154861450195,1000,2016-01-25 12:09:27+00:00,151017
GSM,736,2,Entel,40401,30691,-17.390670776367,-66.152114868164,1000,2016-01-25 12:09:27+00:00,151016
GSM,736,2,Entel,40401,30742,-17.393417358398,-66.157608032227,1000,2016-09-01 20:55:19+00:00,151015
GSM,736,2,Entel,40401,31162,-17.393417358398,-66.172714233398,1000,2015-04-22 18:25:09+00:00,151014
GSM,736,2,Entel,40401,30981,-17.392044067383,-66.157608032227,1000,2016-01-25 12:09:32+00:00,151013
GSM,736,2,Entel,40401,30362,-17.382889,-66.14296,1000,2016-09-14 13:07:24+00:00,151012
GSM,736,2,Entel,40401,30381,-17.385864,-66.156235,1000,2016-10-12 18:05:31+00:00,151011
GSM,736,2,Entel,40401,30382,-17.385177612305,-66.157608032227,1000,2016-01-25 12:09:31+00:00,151010
GSM,736,1,Viva,201,20122,-17.377396,-66.146164,1000,2017-01-04 09:12:39+00:00,151009
GSM,736,1,Viva,202,20562,-17.395194,-66.172695,1000,2017-04-29 18:37:41+00:00,151008
GSM,736,1,Viva,201,21102,-17.392502,-66.15715,1000,2016-11-26 13:57:24+00:00,151007
GSM,736,1,Viva,201,20601,-17.394151,-66.138871,1000,2017-09-24 02:10:48+00:00,151006
GSM,736,1,Viva,202,20363,-17.376937866211,-66.14387512207,1000,2015-12-15 08:32:53+00:00,151005
GSM,736,1,Viva,201,20691,-17.394791,-66.162415,1000,2016-07-18 21:24:47+00:00,151004
GSM,736,1,Viva,201,20552,-17.392044,-66.151199,1000,2016-11-26 13:57:24+00:00,151003
GSM,736,1,Viva,201,20212,-17.394790649414,-66.137008666992,1000,2015-12-15 09:56:54+00:00,151002
GSM,736,1,Viva,201,20441,-17.376938,-66.160355,1000,2016-11-26 13:57:24+00:00,151001
GSM,736,1,Viva,201,21101,-17.394821,-66.155039,1000,2017-05-09 13:39:25+00:00,151000
GSM,736,1,Viva,201,20112,-17.392044,-66.156235,1000,2016-11-26 13:57:24+00:00,150999
LTE,736,3,Tigo,27461,20521477,-17.394249,-66.166976,6459,2017-09-26 21:28:04+00:00,150998
LTE,736,3,Tigo,27461,20499972,-17.392466,-66.154651,1000,2017-09-28 21:16:26+00:00,150997
GSM,736,2,Entel,40401,31523,-17.382431030273,-66.146621704102,1000,2016-04-01 11:29:27+00:00,150996
UMTS,736,1,Viva,1211,13264748,-17.382431030273,-66.157608032227,1000,2015-08-04 10:20:59+00:00,150995
UMTS,736,1,Viva,1211,13263985,-17.393417358398,-66.152114868164,1000,2015-08-04 10:20:59+00:00,150994
UMTS,736,1,Viva,1211,13258937,-17.383804321289,-66.156234741211,1000,2015-08-04 10:20:59+00:00,150993
UMTS,736,1,Viva,1211,13263804,-17.381057739258,-66.157608032227,1000,2015-08-04 10:20:59+00:00,150992
UMTS,736,1,Viva,1211,13263828,-17.393417358398,-66.15348815918,1000,2015-08-31 08:11:59+00:00,150991
UMTS,736,1,Viva,1210,13265014,-17.377625,-66.154175,1000,2016-04-06 07:42:02+00:00,150990
UMTS,736,1,Viva,1210,13264755,-17.388845,-66.165398,1000,2017-09-26 21:02:25+00:00,150989
UMTS,736,1,Viva,1211,13264784,-17.38655090332,-66.14387512207,1000,2015-08-04 10:20:59+00:00,150988
UMTS,736,1,Viva,1211,13263529,-17.381057739258,-66.156234741211,1000,2015-08-04 10:20:59+00:00,150987
UMTS,736,1,Viva,1211,13264378,-17.393417358398,-66.152114868164,1000,2015-07-28 09:29:10+00:00,150986
UMTS,736,1,Viva,1211,13264380,-17.392044067383,-66.154861450195,1000,2015-08-04 10:22:06+00:00,150985
UMTS,736,1,Viva,1211,13264527,-17.393417358398,-66.152114868164,1000,2015-08-31 08:11:59+00:00,150984
UMTS,736,1,Viva,1210,13264954,-17.388976,-66.157784,6262,2017-09-21 11:44:25+00:00,150983
UMTS,736,1,Viva,1211,13263937,-17.383804321289,-66.157608032227,1000,2015-08-04 10:20:59+00:00,150982
UMTS,736,1,Viva,1211,13258368,-17.38655090332,-66.167221069336,1000,2015-10-14 09:56:45+00:00,150981
UMTS,736,1,Viva,1211,13263983,-17.392044067383,-66.152114868164,1000,2015-08-04 10:22:06+00:00,150980
UMTS,736,1,Viva,1211,13258828,-17.393417358398,-66.15348815918,1000,2015-07-28 09:29:10+00:00,150979
UMTS,736,1,Viva,1210,13265318,-17.38655090332,-66.147994995117,1000,2016-02-26 11:10:10+00:00,150978
UMTS,736,1,Viva,1211,13263483,-17.38655090332,-66.14387512207,1000,2015-08-04 10:20:59+00:00,150977
UMTS,736,1,Viva,1210,13265315,-17.387924,-66.152115,1000,2017-01-04 09:11:58+00:00,150976
UMTS,736,1,Viva,1211,13258388,-17.392044067383,-66.158981323242,1000,2015-08-31 08:11:59+00:00,150975
UMTS,736,1,Viva,1211,13263395,-17.381057739258,-66.156234741211,1000,2015-08-04 10:20:59+00:00,150974
UMTS,736,1,Viva,1210,13264433,-17.387924,-66.172714,1000,2016-04-04 20:40:56+00:00,150973
UMTS,736,1,Viva,1210,13264568,-17.380232,-66.162825,1000,2017-09-21 14:47:40+00:00,150972
UMTS,736,1,Viva,1210,13264403,-17.379938,-66.143819,1398,2017-05-13 14:32:10+00:00,150971
UMTS,736,1,Viva,1210,13263984,-17.390234,-66.14974,1000,2017-05-09 16:35:33+00:00,150970
UMTS,736,1,Viva,1210,13263967,-17.385974,-66.165813,2127,2017-09-21 18:46:00+00:00,150969
UMTS,736,1,Viva,1210,13263837,-17.392547,-66.167661,1000,2017-09-21 15:00:08+00:00,150968
UMTS,736,1,Viva,1210,13263389,-17.392044067383,-66.161727905273,1000,2016-02-26 11:10:10+00:00,150967
UMTS,736,1,Viva,1210,13263489,-17.389297485352,-66.146621704102,1000,2016-02-26 11:10:10+00:00,150966
UMTS,736,1,Viva,1210,13263825,-17.387924194336,-66.156234741211,1000,2016-10-22 16:03:14+00:00,150965
UMTS,736,1,Viva,1210,13263827,-17.384832,-66.1476,1945,2017-09-22 21:47:50+00:00,150964
UMTS,736,1,Viva,1210,13263485,-17.392044067383,-66.146621704102,1000,2016-04-04 11:34:59+00:00,150963
UMTS,736,1,Viva,1210,13259409,-17.378311157227,-66.142501831055,1000,2015-12-10 16:18:38+00:00,150962
UMTS,736,1,Viva,1210,13263373,-17.383347,-66.166763,1000,2017-03-15 07:16:05+00:00,150961
UMTS,736,1,Viva,1210,13258489,-17.391014,-66.147995,1000,2016-10-16 12:54:45+00:00,150960
UMTS,736,1,Viva,1210,13258938,-17.387015,-66.158063,1000,2017-04-18 18:30:00+00:00,150959
UMTS,736,1,Viva,1210,20293,-17.378311157227,-66.150741577148,1000,2015-09-22 14:55:04+00:00,150958
UMTS,736,1,Viva,1210,20122,-17.378311157227,-66.150741577148,1000,2015-11-07 11:10:03+00:00,150957
UMTS,736,1,Viva,1211,13259377,-17.393417358398,-66.15348815918,1000,2015-08-31 08:11:59+00:00,150956
UMTS,736,1,Viva,1211,13263827,-17.390670776367,-66.150741577148,1000,2015-08-04 10:22:06+00:00,150955
UMTS,736,1,Viva,1210,13264777,-17.393264,-66.159709,1000,2017-05-03 16:27:48+00:00,150954
UMTS,736,1,Viva,1210,13264374,-17.394116,-66.156498,1000,2017-05-13 15:06:58+00:00,150953
UMTS,736,1,Viva,1210,13263473,-17.387171,-66.156726,1432,2017-09-15 04:14:38+00:00,150952
UMTS,736,1,Viva,1210,13263714,-17.382431030273,-66.161727905273,1000,2015-11-17 05:50:21+00:00,150951
UMTS,736,1,Viva,1210,13263528,-17.377615,-66.1554,1000,2017-09-27 18:09:31+00:00,150950
UMTS,736,1,Viva,1210,13263824,-17.391357,-66.153488,1000,2016-04-26 11:10:19+00:00,150949
UMTS,736,1,Viva,1210,13263933,-17.384351,-66.156149,1000,2017-05-07 01:11:08+00:00,150948
UMTS,736,1,Viva,1210,13263394,-17.381034,-66.151884,1000,2017-04-18 18:30:00+00:00,150947
UMTS,736,1,Viva,1210,13263839,-17.393436,-66.174699,3053,2017-09-25 00:01:03+00:00,150946
UMTS,736,1,Viva,1210,13263935,-17.385177612305,-66.158981323242,1000,2015-10-16 05:24:18+00:00,150945
UMTS,736,1,Viva,1210,13263835,-17.39483,-66.171524,8087,2017-05-15 06:56:57+00:00,150944
UMTS,736,1,Viva,1210,13263393,-17.379684448242,-66.152114868164,1000,2015-11-28 17:39:30+00:00,150943
UMTS,736,1,Viva,1210,13263715,-17.381057739258,-66.158981323242,1000,2016-04-04 20:40:56+00:00,150942
UMTS,736,1,Viva,1210,13263483,-17.388243,-66.145431,1000,2017-09-20 01:50:43+00:00,150941
UMTS,736,1,Viva,1210,13259159,-17.377153,-66.147585,1000,2017-09-20 01:47:25+00:00,150940
UMTS,736,1,Viva,1210,13258727,-17.386013,-66.159754,2673,2017-09-20 23:27:13+00:00,150939
UMTS,736,1,Viva,1210,13258377,-17.381012,-66.164192,1349,2017-04-18 18:30:00+00:00,150938
UMTS,736,1,Viva,1210,13258397,-17.380537,-66.154942,1000,2017-04-18 18:30:00+00:00,150937
UMTS,736,1,Viva,1210,13258488,-17.393263,-66.141049,1000,2017-09-19 22:56:47+00:00,150936
UMTS,736,1,Viva,1210,13258939,-17.385177612305,-66.158981323242,1000,2017-03-26 17:35:17+00:00,150935
UMTS,736,1,Viva,1210,13258568,-17.38651,-66.14894,1000,2017-05-06 22:08:36+00:00,150934
UMTS,736,1,Viva,1211,13263824,-17.392044067383,-66.15348815918,1000,2015-07-28 09:29:10+00:00,150933
UMTS,736,1,Viva,1211,13264373,-17.393417358398,-66.152114868164,1000,2015-08-31 08:11:59+00:00,150932
UMTS,736,1,Viva,1211,13258989,-17.392044067383,-66.150741577148,1000,2015-08-04 10:20:59+00:00,150931
UMTS,736,1,Viva,1210,13263983,-17.39046,-66.150566,1000,2017-09-22 21:48:44+00:00,150930
UMTS,736,1,Viva,1210,13264379,-17.392044067383,-66.158981323242,1000,2015-10-12 09:59:15+00:00,150929
UMTS,736,1,Viva,1210,13264155,-17.378311157227,-66.150741577148,1000,2016-01-13 12:52:56+00:00,150928
UMTS,736,1,Viva,1210,13264783,-17.382431030273,-66.142501831055,1000,2017-04-05 11:15:29+00:00,150927
UMTS,736,1,Viva,1210,13263987,-17.390521,-66.153891,1770,2017-09-22 21:48:36+00:00,150926
UMTS,736,1,Viva,1210,13264375,-17.392814,-66.156314,1000,2017-09-12 22:20:09+00:00,150925
UMTS,736,1,Viva,1210,13264377,-17.393417358398,-66.15348815918,1000,2016-04-04 11:34:59+00:00,150924
UMTS,736,1,Viva,1210,13264133,-17.376851,-66.145914,1824,2017-09-19 21:27:06+00:00,150923
UMTS,736,1,Viva,1210,13263828,-17.392483,-66.153076,1000,2017-09-21 15:09:06+00:00,150922
UMTS,736,1,Viva,1210,13263873,-17.394790649414,-66.139755249023,1000,2015-09-20 17:04:25+00:00,150921
UMTS,736,1,Viva,1210,13263395,-17.381642,-66.156572,1000,2017-04-18 18:30:00+00:00,150920
UMTS,736,1,Viva,1210,13263963,-17.385123,-66.166202,2043,2017-09-21 20:08:41+00:00,150919
UMTS,736,1,Viva,1210,13263375,-17.380133,-66.170681,1000,2017-09-20 16:11:04+00:00,150918
UMTS,736,1,Viva,1210,13259468,-17.38073,-66.164436,1375,2017-09-23 23:35:35+00:00,150917
UMTS,736,1,Viva,1210,13258987,-17.390854,-66.150988,1000,2017-09-22 21:48:39+00:00,150916
UMTS,736,1,Viva,1210,13259379,-17.393202,-66.157295,1000,2017-09-12 20:45:41+00:00,150915
UMTS,736,1,Viva,1210,13263374,-17.382116,-66.163639,1000,2017-09-20 01:45:56+00:00,150914
UMTS,736,1,Viva,1210,20123,-17.378311157227,-66.150741577148,1000,2015-09-12 12:34:40+00:00,150913
UMTS,736,1,Viva,1210,13258827,-17.388825,-66.151782,1000,2017-09-22 21:47:53+00:00,150912
UMTS,736,1,Viva,1210,13258937,-17.383379,-66.155138,1000,2017-09-26 23:15:37+00:00,150911
UMTS,736,1,Viva,1210,13258839,-17.394515,-66.175518,8930,2017-09-20 02:21:33+00:00,150910
UMTS,736,1,Viva,1210,20693,-17.390670776367,-66.158981323242,1000,2015-09-30 09:40:43+00:00,150909
UMTS,736,1,Viva,1211,13263933,-17.382431030273,-66.156234741211,1000,2015-08-04 10:20:59+00:00,150908
UMTS,736,1,Viva,1210,13264955,-17.380142,-66.164474,1000,2016-05-17 19:15:32+00:00,150907
UMTS,736,1,Viva,1211,13263364,-17.392044067383,-66.171340942383,1000,2015-10-01 18:41:46+00:00,150906
UMTS,736,1,Viva,1210,13264376,-17.392044067383,-66.156234741211,1000,2016-02-22 16:48:13+00:00,150905
UMTS,736,1,Viva,1210,13263989,-17.393513,-66.150135,1000,2017-09-27 19:22:41+00:00,150904
UMTS,736,1,Viva,1210,13264405,-17.376937866211,-66.142501831055,1000,2015-09-16 15:10:16+00:00,150903
UMTS,736,1,Viva,1210,13264435,-17.381973,-66.175461,1000,2016-05-17 19:15:32+00:00,150902
UMTS,736,1,Viva,1210,13263939,-17.383486,-66.156934,4654,2017-05-13 17:28:15+00:00,150901
UMTS,736,1,Viva,1210,13263524,-17.37752,-66.155352,1000,2017-05-07 23:09:52+00:00,150900
UMTS,736,1,Viva,1210,13263838,-17.395265,-66.173627,1000,2017-05-12 20:23:43+00:00,150899
UMTS,736,1,Viva,1210,13263713,-17.387672,-66.157076,1000,2017-09-19 21:20:21+00:00,150898
UMTS,736,1,Viva,1210,13259157,-17.379779,-66.142695,1000,2017-09-27 00:37:17+00:00,150897
UMTS,736,1,Viva,1210,13263387,-17.390670776367,-66.158981323242,1000,2015-09-19 20:24:00+00:00,150896
